2145,Pretty in Pink,1986,PG-13,28 Feb 1986,97 min,"Comedy, Drama, Romance",Howard Deutch,John Hughes,"Molly Ringwald, Harry Dean Stanton, Jon Cryer, Annie Potts",A poor girl must choose between the affections of dating her childhood sweetheart or a rich but sensitive playboy.,English,USA,https://m.media-amazon.com/images/M/MV5BOGE3ZmVjMzMtMDcxNi00YjM5LTg3NjMtZWMxYjlhNTk2MmZjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,6.8,"75,802",tt0091790
2146,St. Elmo's Fire,1985,R,28 Jun 1985,110 min,"Drama, Romance",Joel Schumacher,"Joel Schumacher, Carl Kurlander","Emilio Estevez, Rob Lowe, Andrew McCarthy, Demi Moore","A group of friends, just out of college, struggle with adulthood.",English,USA,https://m.media-amazon.com/images/M/MV5BZjdlMTJkNDQtMmI5ZS00OTA1LWI2YTYtN2I5MGQwODhjOTQwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,6.4,"37,235",tt0090060
2147,The Clan of the Cave Bear,1986,R,17 Jan 1986,98 min,"Adventure, Drama, Fantasy",Michael Chapman,"Jean M. Auel (novel), John Sayles (screenplay)","Daryl Hannah, Pamela Reed, James Remar, Thomas G. Waites",A young Cro-Magnon woman is raised by Neanderthals.,English,"USA, Canada",https://m.media-amazon.com/images/M/MV5BYWUzOTMzNGYtZDk5Mi00NDQ4LTkzYjUtNzQ0MjQzYzhhOWRiXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg,5.4,"6,106",tt0090848
2148,House,1985,R,28 Feb 1986,93 min,"Comedy, Fantasy, Horror",Steve Miner,"Fred Dekker (story), Ethan Wiley (screenplay)","William Katt, George Wendt, Richard Moll, Kay Lenz",A troubled writer moves into a haunted house after inheriting it from his aunt.,English,USA,https://m.media-amazon.com/images/M/MV5BZGZkMDc1M2QtOWYyYy00ODZjLTk5OWQtOTI5NDVlYTRkY2FiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,6.2,"23,811",tt0091223
2149,House II: The Second Story,1987,PG-13,28 Aug 1987,88 min,"Comedy, Fantasy, Horror",Ethan Wiley,"Fred Dekker (inspired by an original story by), Ethan Wiley","Arye Gross, Jonathan Stark, Royal Dano, Bill Maher",The new owner of a sinister house gets involved with reanimated corpses and demons searching for an ancient Aztec skull with magic powers.,English,USA,https://m.media-amazon.com/images/M/MV5BNDZjODA4ZjMtMTI1MC00YmY5LTgwOTQtYjFhOTQxZjc5ZGRhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,5.4,"10,358",tt0093220
2150,The Gods Must Be Crazy,1980,PG,26 Oct 1984,109 min,"Adventure, Comedy",Jamie Uys,Jamie Uys,"Marius Weyers, Sandra Prinsloo, N!xau, Louw Verwey","A comic allegory about a traveling Bushman who encounters modern civilization and its stranger aspects, including a clumsy scientist and a band of revolutionaries.","English, Afrikaans, Ungwatsi","South Africa, Botswana",https://m.media-amazon.com/images/M/MV5BMWE0MThhNGQtZmFmNS00NTliLWFiZDgtNmE1MTQyNmVmNzQ5XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,7.3,"53,083",tt0080801
2151,The Gods Must Be Crazy II,1989,PG,13 Apr 1990,98 min,Comedy,Jamie Uys,Jamie Uys (written and devised by),"N!xau, Lena Farugia, Hans Strydom, Eiros","6 people comically meet in the Kalahari desert: a female NYC lawyer flying with a local zoologist/pilot in a mini-plane, a Cuban and an African soldier taking each other POW, a Boer elephant poacher and a bushman looking for his 2 children.","Afrikaans, English, Ungwatsi","South Africa, Botswana, USA",https://m.media-amazon.com/images/M/MV5BYzg5OTczM2QtNjgxOC00NjZkLTllZDAtMjViYjJjNzE3NDJmXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,6.9,"16,093",tt0097443
2152,Air Bud: Golden Receiver,1998,G,14 Aug 1998,90 min,"Comedy, Family, Sport",Richard Martin,"Kevin DiCicco (character ""Air Bud""), Paul Tamasy (characters), Aaron Mendelsohn (characters), Paul Tamasy, Aaron Mendelsohn","Tim Conway, Dick Martin, Kevin Zegers, Cynthia Stevenson",Story of a golden retriever who can play football.,English,"USA, Canada",https://m.media-amazon.com/images/M/MV5BNjcxMzQ2NDM0NF5BMl5BanBnXkFtZTgwOTI4OTY4ODE@._V1_SX300.jpg,4.5,"5,406",tt0140796
2153,The Avengers,1998,PG-13,14 Aug 1998,89 min,"Action, Adventure, Sci-Fi, Thriller",Jeremiah S. Chechik,"Sydney Newman (television series The Avengers), Don MacPherson","Ralph Fiennes, Uma Thurman, Sean Connery, Patrick Macnee",Two British Agents team up to stop Sir August de Wynter from destroying the world with a weather-changing machine.,English,USA,https://m.media-amazon.com/images/M/MV5BYWE1NTdjOWQtYTQ2Ny00Nzc5LWExYzMtNmRlOThmOTE2N2I4XkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_SX300.jpg,3.8,"41,353",tt0118661
2154,How Stella Got Her Groove Back,1998,R,14 Aug 1998,124 min,"Comedy, Drama, Romance",Kevin Rodney Sullivan,"Terry McMillan (novel), Terry McMillan (screenplay), Ronald Bass (screenplay)","Angela Bassett, Taye Diggs, Whoopi Goldberg, Regina King","Stella is a highly successful, forty-something San Francisco stock broker who is persuaded by her colorful New York girlfriend Delilah to take a well deserved, first-class vacation to Jamaica.",English,USA,https://m.media-amazon.com/images/M/MV5BZjhlNzMxZDEtYmFjNy00ZjM5LWE1YmQtOTM1YTFmMTIxZGZiXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg,5.7,"6,971",tt0120703
2155,Slums of Beverly Hills,1998,R,11 Sep 1998,91 min,"Comedy, Drama",Tamara Jenkins,Tamara Jenkins,"Natasha Lyonne, Alan Arkin, Bryna Weiss, Marisa Tomei","In 1976, a lower-middle-class teenager struggles to cope living with her neurotic family of nomads on the outskirts of Beverly Hills.",English,USA,https://m.media-amazon.com/images/M/MV5BZTJmNzM0OGYtN2M3Zi00MWJkLThkNTQtMmQ4MjFkOTdlYzg3XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,6.6,"12,143",tt0120831
2156,The Best Man,1997,PG,21 Aug 1998,101 min,"Comedy, Drama",Pupi Avati,Pupi Avati,"Diego Abatantuono, Inés Sastre, Dario Cantarelli, Cinzia Mascoli","Incredibly, the bride at the altar falls in love with the best man on first sight, and even though he makes efforts to avoid her infatuation with him, she is determined to annul her ...",Italian,Italy,https://m.media-amazon.com/images/M/MV5BYmY4MDBkNzQtYTk1Yi00MTMyLThiMDYtODA4NmM3MjNjYWIyXkEyXkFqcGdeQXVyMTQ3Njg3MQ@@._V1_SX300.jpg,6.4,407,tt0133413
2157,The Chambermaid on the Titanic,1997,N/A,14 Aug 1998,101 min,"Drama, Romance",Bigas Luna,"Cuca Canals (scenario), Jean-Louis Benoît (scenario), Bigas Luna, Didier Decoin (novel)","Olivier Martinez, Romane Bohringer, Aitana Sánchez-Gijón, Didier Bezace","An ordinary foundry worker fakes a love story between him and the chambermaid from RMS Titanic. When ship sinks and chambermaid probably dies, his story gains popularity. But lie always has its price.","French, English","France, Italy, Germany, Spain",https://m.media-amazon.com/images/M/MV5BMWUzYjgyNDEtNTAyMi00M2JjLTlhMzMtMDJmOGM1ZmYzNzY4XkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg,6.5,"1,290",tt0129923
2158,"Henry: Portrait of a Serial Killer, Part 2",1996,R,14 Aug 1998,84 min,"Crime, Horror, Thriller",Chuck Parello,Chuck Parello,"Penelope Milford, Neil Giuntoli, Mike Houlihan, James Otis","Henry II picks up where the original (Henry: Portrait of a Serial Killer) left off. Henry (Neil Giuntoli) takes a thankless job at a port-o-john company where he meets husband and wife, Kai...",English,USA,https://m.media-amazon.com/images/M/MV5BNWU2NWJjOGMtYjJlNi00NGQ3LWI0NWMtMjVkNGE1NzkxYzA4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,4.9,901,tt0116516
2159,Henry: Portrait of a Serial Killer,1986,Unrated,07 Sep 1990,83 min,"Biography, Crime, Drama, Horror, Thriller",John McNaughton,"Richard Fire, John McNaughton","Mary Demas, Michael Rooker, Anne Bartoletti, Elizabeth Kaden","Arriving in Chicago, Henry 'Michael Rooker, in what is undoubtedly the finest performance of his patchy career', moves in with ex-con acquaintance Otis and starts schooling him in the ways of the serial killer.",English,USA,https://m.media-amazon.com/images/M/MV5BM2VjMDkzMTUtMDZjZi00YzFlLWE2MzYtNjVhNTkwYzU0YmNkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,7.0,"32,751",tt0099763
2160,Rosemary's Baby,1968,Approved,12 Jun 1968,137 min,"Drama, Horror",Roman Polanski,"Ira Levin (from the novel by), Roman Polanski (written for the screen)","Mia Farrow, John Cassavetes, Ruth Gordon, Sidney Blackmer",A young couple trying for a baby move into a fancy apartment surrounded by peculiar neighbors.,English,USA,https://m.media-amazon.com/images/M/MV5BZmEwZGU2NzctYzlmNi00MGJkLWE3N2MtYjBlN2ZhMGJkZTZiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,8.0,"197,608",tt0063522
2161,The NeverEnding Story,1984,PG,20 Jul 1984,102 min,"Adventure, Drama, Family, Fantasy",Wolfgang Petersen,"Wolfgang Petersen (screenplay by), Herman Weigel (screenplay by), Michael Ende (novel), Robert Easton (additional dialogue)","Barret Oliver, Gerald McRaney, Chris Eastman, Darryl Cooksey",A troubled boy dives into a wondrous fantasy world through the pages of a mysterious book.,English,West Germany,https://m.media-amazon.com/images/M/MV5BM2YwNWExYjItODZmOC00MTRjLWFlYmEtODFmNGI5M2E5NzYxXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,7.4,"134,432",tt0088323
2162,The NeverEnding Story II: The Next Chapter,1990,PG,08 Feb 1991,89 min,"Adventure, Drama, Family, Fantasy",George Miller,"Karin Howard (screenplay by), Michael Ende (based on the novel ""The Neverending Story"" by)","Jonathan Brandis, Kenny Morrison, Clarissa Burt, John Wesley Shipp",A young boy with a distant father enters a world of make-believe and magic through a portal within an antique book.,English,Germany,https://m.media-amazon.com/images/M/MV5BNTZkNzNkMDYtYTIxYS00YjA4LWJkYmQtMTA0Njg0YjJmYmQ2L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,5.2,"24,731",tt0100240
2163,Attack of the Killer Tomatoes!,1978,PG,25 Dec 1978,83 min,"Adventure, Comedy, Horror, Musical, Sci-Fi",John De Bello,"Costa Dillon, John De Bello, J. Stephen Peace","David Miller, George Wilson, Sharon Taylor, J. Stephen Peace",A group of scientists band together to save the world from mutated killer tomatoes.,English,USA,https://m.media-amazon.com/images/M/MV5BZWMxOTEzMjktYjE3NC00NmZjLThlNzYtMDE3MDlmNWVmZTZkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,4.7,"12,760",tt0080391
2164,Surf Nazis Must Die,1987,R,03 Jul 1987,83 min,"Action, Comedy, Drama, Horror",Peter George,"Jon Ayre (screenplay), Peter George (original story), Jon Ayre (original story)","Gail Neely, Robert Harden, Barry Brenner, Dawn Wildsmith","When the son of a gun-wielding woman is murdered by neo-Nazi surf punks in the post-apocalyptic future, his Mama hunts them down for some bloodthirsty revenge.",English,USA,https://m.media-amazon.com/images/M/MV5BYzQ2Y2JlNGUtNGEzMC00ZmUzLWIwNmItNDliYjIyZDVhZjlkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,3.8,"5,247",tt0094077
2165,Your Friends and Neighbors,1998,R,21 Aug 1998,100 min,"Comedy, Drama, Romance",Neil LaBute,Neil LaBute,"Amy Brenneman, Aaron Eckhart, Catherine Keener, Nastassja Kinski",Unhappy couples fall apart and hop into other beds with other people.,English,USA,https://m.media-amazon.com/images/M/MV5BYTgzY2Y3OTEtYTI0MC00YWNhLTlhZjEtNGYzZWZiNDg5MDMzXkEyXkFqcGdeQXVyNTM0NTU5Mg@@._V1_SX300.jpg,6.3,"7,736",tt0119517
2166,Return to Paradise,1998,R,14 Aug 1998,111 min,"Drama, Romance, Thriller",Joseph Ruben,"Pierre Jolivet (motion picture Force Majeure), Olivier Schatzky (motion picture Force Majeure), Wesley Strick (screenplay), Bruce Robinson (screenplay)","Vince Vaughn, Anne Heche, Joaquin Phoenix, David Conrad",Two friends must choose whether to help a third friend who was arrested in Malaysia for drug possession.,English,USA,https://m.media-amazon.com/images/M/MV5BNjIyZDZmNDYtNTk0Mi00N2MyLWFhN2ItZjhiYzY4ZGU2NjI4XkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_SX300.jpg,6.9,"13,901",tt0124595
2167,Blade,1998,R,21 Aug 1998,120 min,"Action, Horror, Sci-Fi",Stephen Norrington,David S. Goyer,"Wesley Snipes, Stephen Dorff, Kris Kristofferson, N'Bushe Wright","A half-vampire, half-mortal man becomes a protector of the mortal race, while slaying evil vampires.","English, Russian, Serbian",USA,https://m.media-amazon.com/images/M/MV5BOTk2NDNjZWQtMGY0Mi00YTY2LWE5MzctMGRhZmNlYzljYTg5XkEyXkFqcGdeQXVyMTAyNjg4NjE0._V1_SX300.jpg,7.1,"249,692",tt0120611
2168,Dance with Me,1998,PG,21 Aug 1998,126 min,"Drama, Music, Romance",Randa Haines,Daryl Matthews,"Vanessa Williams, Chayanne, Kris Kristofferson, Joan Plowright","Rafael Infante (Chayanne) comes to Houston from Cuba to work at John Burnett's (Kris Kristofferson's) dance studio. He meets Ruby Sinclair (Vanessa Williams), a cute dance instructor there. Chemistry? Will John know he's Rafael's dad?",English,USA,https://m.media-amazon.com/images/M/MV5BOWMyZjdhZTYtZThmNy00YTVlLWFiZDEtYzI2NWZhNTI1MTAyXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg,5.9,"5,992",tt0120576
2169,Dead Man on Campus,1998,R,21 Aug 1998,96 min,Comedy,Alan Cohn,"Anthony Abrams (story), Adam Larson Broder (story), Michael Traeger (screenplay), Mike White (screenplay)","Tom Everett Scott, Mark-Paul Gosselaar, Poppy Montgomery, Lochlyn Munro","Two college roommates go out and party, resulting in bad grades. They learn of the clause that says, ""If your roommate dies, you get an A,"" and decide to find someone who is on the verge, so to speak, to move in with them.",English,USA,https://m.media-amazon.com/images/M/MV5BY2EwMWZlMDYtMTdlZC00ZDIzLTkzOTAtNjZkNThhNmM5ZDU3XkEyXkFqcGdeQXVyNTM0NTU5Mg@@._V1_SX300.jpg,6.0,"13,630",tt0118301
2170,Wrongfully Accused,1998,PG-13,21 Aug 1998,87 min,"Action, Comedy, Thriller",Pat Proft,Pat Proft,"Leslie Nielsen, Richard Crenna, Kelly LeBrock, Melinda McGraw","Ryan Harrison is framed for murder and must prove himself innocent by finding a mysterious one-eyed, one-armed, one-legged man after escaping from a bus accident on the way to jail.",English,"Germany, Canada",https://m.media-amazon.com/images/M/MV5BOGI5NWUwNmItZDBmZS00Yjg5LWE0ZWMtMjAzYmVlNWIwMmEzL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,6.1,"24,100",tt0120901
2171,Next Stop Wonderland,1998,R,21 Aug 1998,104 min,"Comedy, Drama, Romance",Brad Anderson,"Brad Anderson (screenplay), Lyn Vaus (screenplay)","Hope Davis, Philip Seymour Hoffman, Callie Thorne, Ken Cheeseman","An unlucky in love nurse finds her life taking a detour when her mother places a personals ad in the paper, while on the other side of Boston, a plumber is trying to change careers.",English,USA,https://m.media-amazon.com/images/M/MV5BMTY0MTA4NzQ1OF5BMl5BanBnXkFtZTcwOTE5MTcxMQ@@._V1_SX300.jpg,6.6,"4,629",tt0119778
2172,Strike!,1998,PG-13,04 Sep 1998,97 min,Comedy,Sarah Kernochan,Sarah Kernochan,"Kirsten Dunst, Gaby Hoffmann, Lynn Redgrave, Rachael Leigh Cook","In the 1960s, a group of friends at an all girls school learn that their school is going to be combined with a nearby all boys school. They concoct a plan to save their school while dealing with everyday problems along the way.",English,"Canada, USA",https://m.media-amazon.com/images/M/MV5BMTA2YmVjMjItMjc1YS00NWI4LWJiMzgtNzllN2E4NjYwNTE1XkEyXkFqcGdeQXVyMjA5MTIzMjQ@._V1_SX300.jpg,6.7,"6,660",tt0120692
2173,The Navigator: A Medieval Odyssey,1988,PG,15 Dec 1988,92 min,"Action, Adventure, Drama, Fantasy, Mystery, Thriller",Vincent Ward,"Vincent Ward (screenplay), Kely Lyons (screenplay), Geoff Chapple (screenplay), Vincent Ward (from an original idea by)","Bruce Lyons, Chris Haywood, Hamish Gough, Marshall Napier","Men seeking relief from the Black Death, guided by a boy's vision, dig a tunnel from 14th century England to 20th century New Zealand.",English,"Australia, New Zealand",https://m.media-amazon.com/images/M/MV5BNWFiODAxMjQtNDUxOC00NmRiLTgyNjUtZWZlM2ZhMjJlMWZhL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMjUwNzU0Njk@._V1_SX300.jpg,6.7,"3,473",tt0095709
2174,Beetlejuice,1988,PG,30 Mar 1988,92 min,"Comedy, Fantasy",Tim Burton,"Michael McDowell (story), Larry Wilson (story), Michael McDowell (screenplay), Warren Skaaren (screenplay)","Alec Baldwin, Geena Davis, Annie McEnroe, Maurice Page","The spirits of a deceased couple are harassed by an unbearable family that has moved into their home, and hire a malicious spirit to drive them out.",English,USA,https://m.media-amazon.com/images/M/MV5BZDdmNjBlYTctNWU0MC00ODQxLWEzNDQtZGY1NmRhYjNmNDczXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,7.5,"267,763",tt0094721
2175,Déjà Vu,1997,PG-13,22 Apr 1998,117 min,"Drama, Romance",Henry Jaglom,"Victoria Foyt, Henry Jaglom","Stephen Dillane, Victoria Foyt, Vanessa Redgrave, Glynis Barber","L.A. shop owner Dana and Englishman Sean meet and fall in love at first sight, but Sean is married and Dana is to marry her business partner Alex.",English,USA,https://m.media-amazon.com/images/M/MV5BMTg3OTk3NDAzNV5BMl5BanBnXkFtZTcwMTYyNjAyMQ@@._V1_SX300.jpg,7.0,792,tt0119033
2176,Rope,1948,Approved,25 Sep 1948,80 min,"Crime, Drama, Mystery, Thriller",Alfred Hitchcock,"Hume Cronyn (adapted by), Patrick Hamilton (from the play by), Arthur Laurents (screenplay)","Dick Hogan, John Dall, Farley Granger, Edith Evanson",Two men attempt to prove they committed the perfect crime by hosting a dinner party after strangling their former classmate to death.,English,USA,https://m.media-amazon.com/images/M/MV5BYWFjMDNlYzItY2VlMS00ZTRkLWJjYTEtYjI5NmFlMGE3MzQ2XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,8.0,"131,833",tt0040746
2177,Family Plot,1976,PG,09 Apr 1976,120 min,"Comedy, Crime, Drama, Thriller",Alfred Hitchcock,"Ernest Lehman (screenplay), Victor Canning (novel)","Karen Black, Bruce Dern, Barbara Harris, William Devane",A phony psychic/con artist and her taxi driver/private investigator boyfriend encounter a pair of serial kidnappers while trailing a missing heir in California.,English,USA,https://m.media-amazon.com/images/M/MV5BZWE5NDI0OTktNWZkZi00OTQ5LTg2ZTctNzljNDFmZmYyYWEzXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,6.8,"21,129",tt0074512
2178,Frenzy,1972,R,21 Jun 1972,116 min,Thriller,Alfred Hitchcock,"Arthur La Bern (based on the novel ""Goodbye Piccadilly,  Farewell Leicester Square"" by), Anthony Shaffer (screenplay by)","Jon Finch, Barry Foster, Barbara Leigh-Hunt, Anna Massey","A serial murderer is strangling women with a necktie. The London police have a suspect, but he is the wrong man.",English,UK,https://m.media-amazon.com/images/M/MV5BMTg0MTg2ODE5Ml5BMl5BanBnXkFtZTgwMzUxMDY0MTE@._V1_SX300.jpg,7.4,"42,129",tt0068611
2179,Topaz,1969,M/PG,19 Dec 1969,143 min,"Drama, Thriller",Alfred Hitchcock,"Leon Uris (from the novel by), Samuel A. Taylor (screenplay)","Frederick Stafford, Dany Robin, John Vernon, Karin Dor","A French Intelligence Agent becomes embroiled in the Cold War politics first with uncovering the events leading up to the 1962 Cuban Missile Crisis, and then back to France to break up an international Russian spy ring.","English, Spanish, French, Russian",USA,https://m.media-amazon.com/images/M/MV5BMTYyZDdiYjEtYmZkMy00Y2EyLWIwOGUtYzdlMzgzZDZkOTQwXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,6.2,"16,998",tt0065112
2180,Torn Curtain,1966,PG,27 Jul 1966,128 min,"Drama, Romance, Thriller",Alfred Hitchcock,Brian Moore,"Paul Newman, Julie Andrews, Lila Kedrova, Hansjörg Felmy",An American scientist publicly defects to East Germany as part of a cloak and dagger mission to find the solution for a formula resin before planning an escape back to the West.,"English, German, Swedish, Norwegian, Danish, French",USA,https://m.media-amazon.com/images/M/MV5BNTYwODI4NjcwOV5BMl5BanBnXkFtZTgwMzU0OTk5MTE@._V1_SX300.jpg,6.7,"25,056",tt0061107
2181,Marnie,1964,PG,17 Jul 1964,130 min,"Crime, Drama, Mystery, Romance, Thriller",Alfred Hitchcock,"Winston Graham (from the novel by), Jay Presson Allen (screenplay by)","Tippi Hedren, Martin Gabel, Sean Connery, Louise Latham","Mark marries Marnie although she is a habitual thief and has serious psychological problems, and tries to help her confront and resolve them.",English,USA,https://m.media-amazon.com/images/M/MV5BYjQwZjliMjQtZDg3Yy00MzVmLWI3YTgtYjMxNWNkN2ZhMzg2L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,7.2,"45,875",tt0058329
2182,The Wrong Man,1956,Not Rated,26 Jan 1957,105 min,"Drama, Film-Noir",Alfred Hitchcock,"Maxwell Anderson (screenplay), Angus MacPhail (screenplay), Maxwell Anderson (story)","Henry Fonda, Vera Miles, Anthony Quayle, Harold J. Stone","In 1953, an innocent man named Christopher Emanuel ""Manny"" Balestrero is arrested after being mistaken for an armed robber.","English, Italian, Spanish",USA,https://m.media-amazon.com/images/M/MV5BOWFhOTM1NDItZTMyYi00MGZiLWFjYTktOWI3YTgzNGRjY2I3XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,7.4,"26,217",tt0051207
2183,The Man Who Knew Too Much,1956,PG,01 Jun 1956,120 min,"Drama, Thriller",Alfred Hitchcock,"John Michael Hayes (screenplay), Charles Bennett (based on a story by), D.B. Wyndham-Lewis (based on a story by)","James Stewart, Doris Day, Brenda de Banzie, Bernard Miles",A tale of innocent American tourists in Morocco whose son's kidnapping sets off a twisting plot of international intrigue.,"English, Arabic, French",USA,https://m.media-amazon.com/images/M/MV5BNjQ2OWFhMjItYmFmNC00OGQzLWE1ZTMtZGQwZDM3YWUzMDgxL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg,7.5,"59,771",tt0049470
2184,The Trouble with Harry,1955,PG,03 Oct 1955,99 min,"Comedy, Mystery",Alfred Hitchcock,"John Michael Hayes (screenplay), Jack Trevor Story (based on the novel by)","Edmund Gwenn, John Forsythe, Mildred Natwick, Mildred Dunnock","The trouble with Harry is that he is dead and, while no one really minds, everyone feels responsible. After Harry's body is found in the woods, several locals must determine not only how and why he was killed but what to do with the body.",English,USA,https://m.media-amazon.com/images/M/MV5BNjlkYmE2YzYtYzIzMC00ODFhLTljNjYtZjA4YWY2ZGM5NTYwL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,7.1,"34,369",tt0048750
2185,I Confess,1953,Not Rated,28 Feb 1953,95 min,"Crime, Drama, Thriller",Alfred Hitchcock,"George Tabori (screen play), William Archibald (screen play), Paul Anthelme (from a play by)","Montgomery Clift, Anne Baxter, Karl Malden, Brian Aherne","A priest, who comes under suspicion for murder, cannot clear his name without breaking the seal of the confessional.","English, French, Italian, German","USA, Canada",https://m.media-amazon.com/images/M/MV5BYTY0MTJmMmUtNTVkMy00YTBmLWEzNDUtZWQ0Mjc4NzRjZTNhL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,7.3,"19,360",tt0045897
2186,Strangers on a Train,1951,PG,30 Jun 1951,101 min,"Crime, Film-Noir, Thriller",Alfred Hitchcock,"Raymond Chandler (screen play), Czenzi Ormonde (screen play), Whitfield Cook (adaptation), Patricia Highsmith (from the novel by)","Farley Granger, Ruth Roman, Robert Walker, Leo G. Carroll",A psychopath forces a tennis star to comply with his theory that two strangers can get away with murder.,"English, French",USA,https://m.media-amazon.com/images/M/MV5BNzkwNjk4ODgtYjRmMi00ODdhLWIyNjUtNWQyMjg2N2E2NjlhXkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_SX300.jpg,7.9,"124,393",tt0044079
2187,Stage Fright,1950,Approved,15 Apr 1950,110 min,"Film-Noir, Mystery, Thriller",Alfred Hitchcock,"Whitfield Cook (screen play), Alma Reville (adaptation), Selwyn Jepson (based on the novel ""Man Running"" by)","Jane Wyman, Marlene Dietrich, Michael Wilding, Richard Todd",A struggling actress tries to help a friend prove his innocence when he's accused of murdering the husband of a high society entertainer.,English,UK,https://m.media-amazon.com/images/M/MV5BNmVhMDQ4ZTQtMzJjNi00ZDM0LTg4Y2UtMWUyNjg0ZWM0YWZlXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg,7.1,"12,960",tt0042994
2188,54,1998,R,28 Aug 1998,93 min,"Drama, Music",Mark Christopher,Mark Christopher,"Ryan Phillippe, Salma Hayek, Neve Campbell, Mike Myers",The famous 1970s New York City nightclub seen and told through the eyes of a young employee.,English,USA,https://m.media-amazon.com/images/M/MV5BYTIzNzIxMjEtZDNiZS00Y2E1LTkwOTItZGJjOTMwYzU4YzVmXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,5.9,"31,697",tt0120577
2189,I Married a Strange Person!,1997,R,28 Aug 1998,75 min,"Animation, Comedy, Drama, Fantasy, Sci-Fi",Bill Plympton,"Bill Plympton, P.C. Vey","Charis Michelsen, Tom Larson, Richard Spore, Chris Cooke","A newlywed develops a strange lump on his neck that gives him the ability to transform people or objects at will. His wife is very upset. Meanwhile, the CEO of Smilecorp learns of this man ...",English,USA,https://m.media-amazon.com/images/M/MV5BOTM2NGY1OTctYTg4Mi00Zjk0LThmZGUtZmE0NDU2OTQzMDZlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,7.0,"1,839",tt0119346
2190,Why Do Fools Fall in Love,1998,R,28 Aug 1998,116 min,"Biography, Drama, Music",Gregory Nava,Tina Andrews,"Halle Berry, Vivica A. Fox, Lela Rochon, Larenz Tate","Three women each claim to be the widow of 1950s doo-wop singer Frankie Lymon, claiming legal rights to his estate.",English,USA,https://m.media-amazon.com/images/M/MV5BOGNhYjczZjUtY2QzNC00NTNjLWExN2MtNzI3ODIzNzAyZWI0XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,6.4,"3,784",tt0123324
2191,A Merry War,1997,PG-13,28 Aug 1998,101 min,"Comedy, Drama, Romance",Robert Bierman,"George Orwell (novel), Alan Plater (screenplay)","Richard E. Grant, Helena Bonham Carter, Julian Wadham, Jim Carter","Gordon Comstock quits his job at an advertising agency in order to write poetry, only to find that poets, like everyone else, need money.",English,UK,https://m.media-amazon.com/images/M/MV5BMTE5OTk2NjE4OF5BMl5BanBnXkFtZTcwNTQ4NDYxMQ@@._V1_SX300.jpg,6.2,"1,345",tt0119453
